1426041181 68.900000 42.000000 44.780000
1426042081 69.080000 41.000000 44.240000
1426042981 69.080000 41.000000 44.240000
1426043881 69.080000 41.000000 44.240000
1426044781 68.900000 41.000000 44.060000
1426045681 68.900000 41.000000 44.060000
1426046581 68.900000 41.000000 44.060000
1426047481 68.900000 41.000000 44.060000
1426048381 69.080000 41.000000 44.240000
1426049281 69.080000 42.000000 44.960000
1426050181 69.080000 43.000000 45.500000
1426051081 69.080000 43.000000 45.500000
1426051981 69.260000 44.000000 46.400000
1426052881 69.260000 44.000000 46.400000
1426053781 69.080000 44.000000 46.220000
1426054681 69.260000 44.000000 46.400000
1426055581 69.260000 44.000000 46.400000
1426056481 69.080000 44.000000 46.220000
1426057381 69.080000 43.000000 45.500000
1426058281 69.080000 43.000000 45.500000
1426059181 69.080000 43.000000 45.500000
1426060081 69.260000 43.000000 45.680000
1426060981 69.260000 42.000000 45.140000
1426061881 69.260000 42.000000 45.140000
1426062781 69.260000 41.000000 44.420000
1426063681 69.260000 41.000000 44.420000
1426064581 69.260000 41.000000 44.420000
1426065481 69.260000 41.000000 44.420000
1426066381 69.260000 41.000000 44.420000
1426067281 69.800000 41.000000 44.960000
1426068181 69.260000 41.000000 44.420000
1426069081 69.260000 40.000000 43.880000
1426069981 69.260000 40.000000 43.880000
1426070881 69.260000 40.000000 43.880000
1426071781 69.260000 40.000000 43.880000
1426072681 69.800000 39.000000 43.700000
1426073581 69.260000 39.000000 43.160000
1426074481 69.260000 39.000000 43.160000
1426075381 69.260000 39.000000 43.160000
1426076281 69.260000 39.000000 43.160000
1426077181 69.800000 39.000000 43.700000
1426078081 69.800000 40.000000 44.240000
1426078981 69.800000 40.000000 44.240000
1426079881 69.980000 41.000000 45.140000
1426080781 70.160000 40.000000 44.600000
1426081681 69.800000 40.000000 44.240000
1426082581 69.080000 40.000000 43.700000
1426083481 69.080000 40.000000 43.700000
1426084381 68.360000 40.000000 42.980000
1426085281 67.820000 40.000000 42.440000
1426086181 67.640000 41.000000 42.980000
1426087081 67.280000 41.000000 42.620000
1426087981 67.100000 40.000000 41.900000
1426088881 67.100000 40.000000 41.900000
1426089781 67.100000 40.000000 41.900000
1426090681 66.920000 40.000000 41.720000
1426091581 66.740000 39.000000 40.820000
1426092481 66.560000 39.000000 40.820000
1426093381 66.380000 39.000000 40.640000
1426094281 66.560000 39.000000 40.820000
1426095181 66.560000 38.000000 40.100000
1426096081 66.560000 38.000000 40.100000
1426096981 66.560000 40.000000 41.360000
1426097881 66.560000 42.000000 42.620000
1426098781 66.560000 40.000000 41.360000
1426099681 66.560000 39.000000 40.820000
1426100581 66.560000 39.000000 40.820000
1426101481 66.560000 38.000000 40.100000
1426102381 66.740000 38.000000 40.280000
1426103281 66.920000 38.000000 40.460000
1426104181   
1426105081   
1426105981   
1426106881   
1426107781 67.280000 38.000000 40.640000
1426108681 67.460000 41.000000 42.800000
1426109582 67.460000 40.000000 42.260000
1426110481 67.280000 33.000000 37.040000
1426111381 67.280000 48.000000 46.760000
1426112281 67.100000 36.000000 39.200000
1426113181 67.100000 43.000000 43.700000
1426114081 66.920000 42.000000 42.980000
1426114981 66.560000 33.000000 36.500000
1426115881 66.560000 50.000000 47.300000
1426116781 66.380000 34.000000 37.040000
1426117681 66.200000 45.000000 44.060000
1426118581 66.020000 39.000000 40.280000
1426119481 66.740000 38.000000 40.280000
1426120381 67.280000 36.000000 39.380000
1426121281 67.640000 48.000000 47.120000
1426122181 67.640000 32.000000 36.680000
1426123081 68.360000 54.000000 50.900000
1426123981 68.360000 28.000000 33.980000
1426124881 68.720000 42.000000 44.600000
1426125781 68.720000 36.000000 40.640000
1426126681 68.720000 34.000000 39.200000
