2015-03-12 21:45:08	-999
2015-03-12 21:44:08	-999
2015-03-12 21:43:07	-999
2015-03-12 21:42:07	-999
2015-03-12 21:41:07	-999
2015-03-12 21:40:09	-999
2015-03-12 21:39:08	-999
2015-03-12 21:38:08	-999
2015-03-12 21:37:08	-999
2015-03-12 21:36:07	-999
2015-03-12 21:35:07	-999
2015-03-12 21:34:07	-999
2015-03-12 21:33:07	-999
2015-03-12 21:32:09	-999
2015-03-12 21:31:08	-999
2015-03-12 21:30:08	-999
2015-03-12 21:29:08	-999
2015-03-12 21:28:07	-999
2015-03-12 21:27:07	-999
2015-03-12 21:26:07	-999
2015-03-12 21:25:09	-999
2015-03-12 21:24:08	-999
2015-03-12 21:23:08	-999
2015-03-12 21:22:08	-999
2015-03-12 21:21:07	-999
2015-03-12 21:20:07	-999
2015-03-12 21:19:07	-999
2015-03-12 21:18:09	-999
2015-03-12 21:17:08	-999
2015-03-12 21:16:07	-999
2015-03-12 21:15:09	-999
2015-03-12 21:14:08	-999
2015-03-12 21:13:08	-999
2015-03-12 21:12:08	-999
2015-03-12 21:11:08	-999
2015-03-12 21:10:07	-999
2015-03-12 21:09:07	-999
2015-03-12 21:08:07	-999
2015-03-12 21:07:08	-999
2015-03-12 21:06:08	-999
2015-03-12 21:05:08	-999
2015-03-12 21:04:08	-999
2015-03-12 21:03:07	-999
2015-03-12 21:02:07	-999
2015-03-12 21:01:07	-999
2015-03-12 21:00:09	-999
2015-03-12 20:59:08	-999
2015-03-12 20:58:08	-999
2015-03-12 20:57:08	-999
2015-03-12 20:56:07	-999
2015-03-12 20:55:07	-999
2015-03-12 20:54:07	-999
2015-03-12 20:53:09	-999
2015-03-12 20:52:08	-999
2015-03-12 20:51:08	-999
2015-03-12 20:50:08	-999
2015-03-12 20:49:08	-999
2015-03-12 20:48:07	-999
2015-03-12 20:47:07	-999
2015-03-12 20:46:08	-999
2015-03-12 20:45:07	-999
2015-03-12 20:44:07	-999
2015-03-12 20:43:07	-999
2015-03-12 20:42:09	-999
2015-03-12 20:41:08	-999
2015-03-12 20:40:08	-999
2015-03-12 20:39:08	-999
2015-03-12 20:38:08	-999
2015-03-12 20:37:07	-999
2015-03-12 20:36:07	-999
2015-03-12 20:35:07	-999
2015-03-12 20:34:09	-999
2015-03-12 20:33:08	-999
2015-03-12 20:32:08	-999
2015-03-12 20:31:08	-999
2015-03-12 20:30:07	-999
2015-03-12 20:29:07	-999
2015-03-12 20:28:07	-999
2015-03-12 20:27:09	-999
2015-03-12 20:26:08	-999
2015-03-12 20:25:08	-999
2015-03-12 20:24:08	-999
2015-03-12 20:23:07	-999
2015-03-12 20:22:07	-999
2015-03-12 20:21:07	-999
2015-03-12 20:20:09	-999
2015-03-12 20:19:08	-999
2015-03-12 20:18:08	-999
2015-03-12 20:17:08	-999
2015-03-12 20:16:07	-999
